,rating,reviewContent,clean_reviewContent
5296,5,"Sudah di test selama seminggu, masih lancar jaya. sekalian mau tanya, utk claim garansi seprti apa ketentuannya ya, saya cuma dpt 5 lmbar kertas (buku/ lampiran panduan dan kartu Garansi). Tidak ada nota pembelian / invoice yg disertakan di dlmnya.",sudah di test lama minggu masih lancar jaya sekali mau tanya untuk claim garansi seprti apa tentu ya saya cuma dapat lmbar kertas buku lampir pandu dan kartu garansi tidak ada nota beli invoice yang serta di dlmnya
5297,5,mantull.. beli dengan voucher... Awalnya bingung... setelah lihat review teman di ytube.. okelah..,mantull beli dengan voucher awal bingung telah lihat tinjau teman di ytube oke
5298,5,"Tv ini bagus untuk kelas harganya, android kaya fitur meskipun belum support netflix, mesin kurang tangguh kalau untuk gaming di android, warna kurang tajam menurut saya, design yang keren banget untuk selera saya, overall good value for money",televisi ini bagus untuk kelas harga android kaya fitur meski belum support netflix mesin kurang tangguh kalau untuk gaming di android warna kurang tajam turut saya design yang keren banget untuk selera saya overall good value untuk uang
5299,5,"Mantaappp, barang nyampe tujuan,, pesan kamis malam, nyampe sabtu siang, gratis ongkir lagi. lumayan lah harga terjangkau.",mantaappp sampai tuju pesan kamis malam sampai sabtu siang gratis ongkir lagi lumayan lah harga jangkau
5300,2,"barang memuaskan, respon juga cepat walau hanya jam kerja saja tp tetep memuaskan, dikirim pake kayu aman banget udah di coba dan sesuai semua. recommended banget lah barang serta sellernya thanks coocaa thanks lazada",muas respon juga cepat walau hanya jam kerja saja tetapi tetap muas kirim pakai kayu aman banget sudah di coba dan sesuai semua recommended banget lah serta sellernya terimakasih coocaa terimakasih lazada
5301,2,kualitas layar kurang bagus dibandingkan coocaa yg versi non smart tv dengan ukuran yg sama. tidak bisa install Netflix dari app store-nya juga,kualitas layar kurang bagus banding coocaa yang versi non smart televisi dengan ukur yang sama tidak bisa install netflix dari app store juga
5302,5,Nice produk. Tapi Jasa pengiriman. Tidak packing kayu untung produk aman.. next pengiriman produk coocaa lebih di perhatikan,nice produk tapi jasa kirim tidak packing kayu untung produk aman next kirim produk coocaa lebih di perhati
5303,3,TV nya datang dengan cepat dan dikemas dengan baik. tapi selalu sulit untuk konek ke wifi dan chrome cast. dan juga tidak support untuk nonton netflix. selebih nya sih tv nya bagusm,televisi datang dengan cepat dan kemas dengan baik tapi selalu sulit untuk konek ke wifi dan chrome cast dan juga tidak support untuk nonton netflix lebih sih televisi bagusm
5304,3,"secara umum bagus, sayang dvb t/t2 nya bermasalah shg tdk bisa memindai channel tv digital. teknisi service center di surabaya tidak bisa dipanggil, jd kita yg harus ke tempat service. kurang profesional.",cara umum bagus sayang dvb t t masalah sehingga tidak bisa pindai channel televisi digital teknisi servis center di surabaya tidak bisa panggil jadi kita yang harus ke tempat servis kurang profesional
5305,4,"Great Smart TV for the price! Very value for money. Dengan harga hanya 3 jutaan (apalagi beli pas 11.11), kualitas gambar & warnanya bagus, sudah Full HD, Android TV, bisa install apps dr play store walaupun memang terbatas tidak seperti android pada hp, respon Google Assistant cepat dan akurat (sehingga bisa untuk mengendalikan lampu yeelight di kamar), kalau mau nonton streaming dr browser bisa pakai app Puffin, ada koneksi Bluetooth (jangan lupa untuk pairing bluetooth dr remote dengan menekan tombol home + kiri bersamaan). Hanya ada kekurangan yaitu terkadang respon system agak lambat, tombol menu tidak bisa digunakan saat di smart tv (hanya bisa diakses dari channel tv), suara bass tidak terlalu bagus, bentuk fisik yg nearly bezel-less ternyata saat dinyalakan ada ""bezel"" di bagian dalam. Overall kekurangannya masih bisa dimaklumi karena harganya. Great job Coocaa & thanks Lazada. Semoga reviewnya bisa membantu",great smart televisi untuk the harga very value untuk uang dengan harga hanya juta apalagi beli pas kualitas gambar warna bagus sudah full hd android televisi bisa install apps dari play store walaupun memang batas tidak seperti android pada hp respon google asisten cepat dan akurat sehingga bisa untuk kendali lampu yeelight di kamar kalau mau nonton streaming dari browser bisa pakai app puffin ada koneksi bluetooth jangan lupa untuk pairing bluetooth dari remote dengan tekan tombol home kiri sama hanya ada kurang yaitu terkadang respon system agak lambat tombol menu tidak bisa guna saat di smart televisi hanya bisa akses dari channel televisi suara bass tidak terlalu bagus bentuk fisik yang nearly bezel less nyata saat nyala ada bezel di bagi dalam overall kurang masih bisa maklum karena harga great job coocaa terimakasih lazada moga reviewnya bisa bantu
5306,1,"Pengiriman lama banget, beli tanggal 12des siang, nyampe tanggal 17 des sore, padahal sesama jakarta. Payahhh.. nyesel sih netflix ga bisa,(boro2 install aja ga bs) kodi ga bisa, pdhl android tv tp bnyk yg ga bs",kirim lama banget beli tanggal des siang sampai tanggal des sore padahal sama jakarta payahhh sesal sih netflix tidak bisa boro install saja tidak bisa kodi tidak bisa padahal android televisi tetapi banyak yang tidak bisa
5307,1,"saya sarankan untuk tidak membeli TV disini. baru seminggu TV sudah bermasalah, tidak keluar gambar tp ada suara. saya terima TV tgl 12 Agst, tg 21 Agst sudah rusak tiba2 layar mati total tp suara ada.  ok memang ada service center, setelah dicek 2x ternyata panel kena dan hrs menunggu 1 bulanan. rugi",saya saran untuk tidak beli televisi sini baru minggu televisi sudah masalah tidak keluar gambar tetapi ada suara saya terima televisi tanggal agst tg agst sudah rusak tiba layar mati total tetapi suara ada memang ada servis center telah cek x nyata panel kena dan harus tunggu bulan rugi
5308,3,"tv nya keren bnget,..packing rapi dan aman. tapi sayang berjuta sayang, kecewa krn penantian yg lama bnget melebihi estimasi...pesan tgl 11 des, terimanya tgl 27 des. JNE oke banget, pas barangnya nyampe lngsung hari itu juga di info ke pemiliknya. JNE T-O-P BANGET.",televisi keren bnget packing rapi dan aman tapi sayang juta sayang kecewa karena nanti yang lama bnget lebih estimasi pesan tanggal des terima tanggal des jne oke banget pas barang sampai langsung hari itu juga di informasi ke milik jne t o p banget
5309,3,pesan tgl 11 bayar tgl 11 barang sampai tgl 12 ruaaar biasa cepat diluar ekspektasi. produk ok mantap tapi sayang bonus vip card nya tidak ada jadinya tdk sesuai deh sama yg diiklankan... jadinya agak kecewa dah,pesan tanggal bayar tanggal sampai tanggal ruaaar biasa cepat luar ekspektasi produk mantap tapi sayang bonus vip card tidak ada jadi tidak sesuai deh sama yang iklan jadi agak kecewa sudah
5310,2,"mantap sih cuma bohong ,gak sampe pun 40  inchi dikardus aja cuma 98cm kl 40 inchi=101 cm,tp  mana???katanya pake remote untuk Google assistant ga bisa,cuma berapa hari doank bisa?",mantap sih cuma bohong tidak sampai pun inchi kardus saja cuma cm kl inchi cm tetapi mana kata pakai remote untuk google asisten tidak bisa cuma berapa hari saja bisa
5311,2,"material tidak terlalu kokoh, tapi tidak juga jelek. Yang sangat disayangkan, TV ini tidak Netflix Certified, jadi walaupun bisa install aplikasi Netflix, tapi tidak bisa dipakai aplikasinya. Saya juga baru tau bahwa tidak sembarang device bisa untuk Netflix setelah mendapatkan error (sesuai gambar terlampir) dan ketika menghubungi pihak Netflix diberitahu demikian.",material tidak terlalu kokoh tapi tidak juga jelek yang sangat sayang televisi ini tidak netflix certified jadi walaupun bisa install aplikasi netflix tapi tidak bisa pakai aplikasi saya juga baru tau bahwa tidak sembarang device bisa untuk netflix telah dapat error sesuai gambar lampir dan ketika hubung pihak netflix diberitahu demikian
5312,5,senang tv nya sampai dengan selamat dan tepat waktu. thanks ninja xpress untuk packingan kayunya... mantap,senang televisi sampai dengan selamat dan tepat waktu terimakasih ninja xpress untuk packingan kayu mantap
5313,5,produk sesuai pesanan.  gambar bagus.  Belum pakai fotur lain selain live tv.  semoga bagus semua.. Mantaps deh.,produk sesuai pesan gambar bagus belum pakai fotur lain selain live televisi moga bagus semua mantap deh
5314,4,alhamdulillah barang sudah sampai. barang bagus pengiriman lancar. kurir ramah podo malang e. cuma ada sedikit pertanyaan. difoto terakhir ada seperti vignete warna hitam di tiap sudut kalau dilihat dari sudut bawah. tapi overall good lah. belum utek2. semoga awet. bisa CoD alias bayar ditempat jadi gak waswas barang gak dikirim. thanks lazada.,alhamdulillah sudah sampai bagus kirim lancar kurir ramah podo malang e cuma ada sedikit tanya foto akhir ada seperti vignete warna hitam di tiap sudut kalau lihat dari sudut bawah tapi overall good lah belum utek moga awet bisa bayar saat kirim alias bayar tempat jadi tidak waswas tidak kirim terimakasih lazada
5315,3,ini pembelian kedua saya produk coocaa saya kecewa dengan pesanan kedua saya. terdapat cacat dilayar.. sayang tidak bisa tukar barang... mau clime garansi jd malas..,ini beli dua saya produk coocaa saya kecewa dengan pesan dua saya dapat cacat layar sayang tidak bisa tukar mau clime garansi jadi malas
5316,2,"harga nya oke,tp tv yg saya terima bagian list atasnya terlihat terbuka,khawatir makin terbuka ke seluruh listnya. harusnya klo di QC kondisi kyk gini ga bakal lolos.",harga oke tetapi televisi yang saya terima bagi daftar atas lihat buka khawatir makin buka ke seluruh listnya harus kalau di qc kondisi seperti begini tidak bakal lolos
5317,3,"barang cepat sampai. packing baik. Cuma utk tv nya, kok yg datang warna  bezel tdk semua silver. Tv kadang suara hilang, sama channel kosong ketimpaan sama channel yg ada programnya.  Kalau mnt bantuan utk garansi dmn? Utk saat ini tv normal terkendali.",cepat sampai packing baik cuma untuk televisi kok yang datang warna bezel tidak semua silver televisi kadang suara hilang sama channel kosong timpa sama channel yang ada program kalau minta bantu untuk garansi mana untuk saat ini televisi normal kendali
5318,3,"barang sudah diterima,sudah dicoba gambar jernih bagusss,namun pada saat dhidupkan lansung kemenu utama tidak seperti tv coocaa yg baru dbeli pada saat di hidupkan harus melewati berbagai settingan terlebih dahulu..perlu penjelasan dari lazada apakah unit yang saya beli ini kenpa berbeda..? apa dilakukan pengetesan sebelm dikirim..terima kasih",sudah terima sudah coba gambar jernih bagusss namun pada saat dhidupkan lansung menu utama tidak seperti televisi coocaa yang baru dbeli pada saat di hidup harus lewat bagai settingan lebih dahulu perlu jelas dari lazada apakah unit yang saya beli ini kenapa beda apa laku ketes sebelm kirim terima kasih
5319,2,"Order yang tipe 40S5G, yang dikirim yang tipe 40D3A -->> dalam proses pengajuan pengembalian barang. Sedikit kecewa dan membuat hati/pikiran tidak nyaman :(",order yang tipe sg yang kirim yang tipe da dalam proses aju kembali sedikit kecewa dan buat hati pikir tidak nyaman
5320,5,Barang sudah di terima. order tgl 5. terima tgl 6 amazing bgt.. sejauh ini kondisi baik walau cuma di packing bubble wrap. semoga awet,sudah di terima order tanggal terima tanggal kagum banget jauh ini kondisi baik walau cuma di packing bubble wrap moga awet
5321,2,"baru sempat unbox barang sampai cepat , gambar bagus , tapi ngga sesuai janji ngga ada vip cardnya padahal beli tgl 11.11 bayar pun langsung pada 11.11 sampai d bolak balik kardus nya cari kesana kemari vip card tidak ada",baru sempat unbox sampai cepat gambar bagus tapi tidak sesuai janji tidak ada vip cardnya padahal beli tanggal bayar pun langsung pada sampai d bolak balik kardus cari kesana kemari vip card tidak ada
5322,5,"awalnya agak binggung pakai tv coocaa ini karena biasa pakai sungsang. tapi setelah kotak katik 1 jam bisa jga. pengiriman via ninja van cepat hanya 16 jam sudah sampai rumah di daerah bekasi, mulus dan sesuai dengan iklan. terimakasih coocaa dan lazada.",awal agak binggung pakai televisi coocaa ini karena biasa pakai sungsang tapi telah kotak katik jam bisa juga kirim via ninja van cepat hanya jam sudah sampai rumah di daerah bekas mulus dan sesuai dengan iklan terimakasih coocaa dan lazada
5323,3,"Pengiriman lama sekali. Brg oke, nmn remote sring g konnek ama wifi",kirim lama sekali oke nmn remote sering tidak konnek sama wifi
5324,2,kenapa remote tidak berfungsi ya?? pdhl pake batreinya baru...,kenapa remote tidak fungsi ya padahal pakai batreinya baru
5325,5,Coocaa Led Android is the best...,coocaa led android is the best
5326,5,Barang joss .. Langsung saya pasang . Trims lazada,joss langsung saya pasang trims lazada
5327,5,brg sampai dgn. selamat. yeah dicoba hidupkan Mantap...lagi diseting nih internetnya semoga semua lancar jaya. telat di pengirimannya aja 26 des sampai 8 Jan,sampai dengan selamat yeah coba hidup mantap lagi ting nih internetnya moga semua lancar jaya telat di kirim saja des sampai jan
5328,1,"Begitu barang dibuka dan dicoba.. sudah ada dead pixel 2 garis panjang. barang baru kok sudah cacat, dikirim pula ke customer. memang murah dan diskon, tapi jadinya kesannya murahan dan sembarangan. sudah complain ke CS Coocaa dan harus dikirim dulu ke Jakara utk tukar unit. merepotkan sekali.",begitu buka dan coba sudah ada dead pixel garis panjang baru kok sudah cacat kirim pula ke customer memang murah dan diskon tapi jadi kesan murah dan sembarang sudah keluh ke cs coocaa dan harus kirim dulu ke jakara untuk tukar unit repot sekali
5329,4,"Tiba dengan selamat. packing kayu dan bubble  wrap. udah di coba youtube tidak bisa terbuka. iflix, hooq dll ok.  ada saran gmana biar bisa buka youtubenya?",tiba dengan selamat packing kayu dan bubble wrap sudah di coba youtube tidak bisa buka iflix hooq dan lain ada saran biar bisa buka youtubenya
5330,4,packing cuma pakai bubble wrap..settingnya lumayan ribet.. internet bluetooth gak konek..alhasil reset pabrik baru normal semua..mudah mudahan awet..,packing cuma pakai bubble wrap settingnya lumayan ribet internet bluetooth tidak konek alhasil reset pabrik baru normal semua mudah mudah awet
5331,4,"barangnya bagus berfungsi dg normal, pake hotspot hp aja gambarnya udh hd,lancar bangt, oke bangt,cm pengirimannya agk lm 7 hari, padahal yg tanggal 10/12 cm 2hr,tp gpp terbayar sm smart tv nya yg oke sm harganya 2880rb, semoga awet, terimakasih lazada",barang bagus fungsi dengan normal pakai hotspot hp saja gambar sudah hd lancar bangt oke bangt cm kirim agak lm hari padahal yang tanggal cm hari tetapi tidak-apa-apa bayar sama smart televisi yang oke sama harga rb moga awet terimakasih lazada
5332,4,"mendarat dengan baik, walau tanpa packing kayu..kualiatas gambar n suara baik, untuk harga yg sesuai. cuma belum test mirror share bisa gak ya...vip card nya di tunggu ya min...thanks",darat dengan baik walau tanpa packing kayu kualiatas gambar suara baik untuk harga yang sesuai cuma belum test mirror share bisa tidak ya vip card di tunggu ya min terimakasih
5333,5,"Barang sudah diterima. Rekomended banget, Full HD streaming lancar. Pokoknya baguslah. Pengiriman cepat aman dengan kurir Ninja Van. Terimakasih Lazada dan Coocaa",sudah terima rekomended banget full hd streaming lancar pokok bagus kirim cepat aman dengan kurir ninja van terimakasih lazada dan coocaa
5334,4,"Alhamdulillah sdh nyampe, tadi siang, pesan mulai tgl 10-15, di tgl 15 siang baru nyampai drumh,  baik hampir semua,  tapi LED dalam bagian kanan atas tenyok/pecah yang ada di gambar yg saya uploade,  Owh ya kartu E_VIP nya mana pak/bu, masalah ngurus LED nya gmn.  ??? Harap untuk bisa dijawab/ditanggapi,",alhamdulillah sudah sampai tadi siang pesan mulai tanggal di tanggal siang baru nyampai drumh baik hampir semua tapi led dalam bagi kanan atas tenyok pecah yang ada di gambar yang saya uploade owh ya kartu e vip mana pak bu masalah ngurus led bagaimana harap untuk bisa jawab tanggap
5335,3,"pengiriman nya sih cepet tp packing nya cuman pake buble wrap Pas di buka kardus bagian dpan tv ada penyok ngeri layar nya pecah tp untung ngga, respon penjual nya lama tv pas di cek nyala sih normal tp buku panduan ga lengkap parah nya remot tv nya ha fungsi trutama tombol volume dan tombol geser kiri parah jd ga bsa gedein/kecilin suaranya, tolong dong seller sma gudang lazada sblum kirim ke konsumen barang di tes terlebih dahulu jgn barang riject di kirim, tiap beli barang di lazada zonk mulu.",kirim sih cepat tetapi packing cuma pakai buble wrap pas di buka kardus bagi dpan televisi ada penyok ngeri layar pecah tetapi untung tidak respon jual lama televisi pas di cek nyala sih normal tetapi buku pandu tidak lengkap parah remot televisi ha fungsi utama tombol volume dan tombol geser kiri parah jadi tidak bisa gedein kecilin suara tolong dong jual sma gudang lazada belum kirim ke konsumen di tes lebih dahulu jangan riject di kirim tiap beli di lazada zonk mulu
5336,4,overall bagus,overall bagus
5337,5,harga promo dan kualitas bagus.. thanks lazada dan coocaa..,harga promo dan kualitas bagus terimakasih lazada dan coocaa
5338,1,"Saya beli tv ini karena lihat video2 review pada bilang bagus. Gatau saya dapetnya barang cacat atau gimana, ada dead pixel, kualitas gambar dan suara SANGAT BURUK. Tipe picture sudah dipilih yg paling bagus, tapi saat nonton video hasilnya berbayang, suara juga sember walaupun sudah pakai mode DTS. Well, ada harga ada barang.",saya beli televisi ini karena lihat video tinjau pada bilang bagus tidak tau saya dapetnya cacat atau bagaimana ada dead pixel kualitas gambar dan suara sangat buruk tipe gambar sudah pilih yang paling bagus tapi saat nonton video hasil bayang suara juga sember walaupun sudah pakai mode dts well ada harga ada
5339,1,"pelayanan lazada-nya ok, tp support Coocaa nya buruk, tv rusak mainboard-nya setelah pemakaian 2 bulan, dpt eVIP dari Coocaa jadi berhak dpt penggantian unit baru, tapi udah 3minggu lebih masih blum dikirim. kecewa",layan lazada tetapi support coocaa buruk televisi rusak mainboard telah pakai bulan dapat evip dari coocaa jadi hak dapat ganti unit baru tapi sudah minggu lebih masih belum kirim kecewa
5340,1,tolong segera dikirim pengganti .atau kembalikan dana saya,tolong segera kirim ganti atau kembali dana saya
5341,4,pengiriman ok masih bingung cara screen miror ke hp oppo.. tv gak ke detec dihp,kirim masih bingung cara screen miror ke hp oppo televisi tidak ke detec dihp
5342,5,"The best,,",the best
5343,2,"kartu garansinya blm gaada di paket, bagaimana supaya kartu garansi dapat dikirimkan?",kartu garansi belum tidak ada di paket bagaimana supaya kartu garansi dapat kirim
5344,3,"Tv Sdh tiba di minggu malam, delivery cepat via motor by kurir..😕...tv sdh di tes selama 4 hari..kendalanya setiap tv di off dgn posisi standby..dan di on kan kembali..sinyal wifi tv status terhubung namun tdk ada koneksi inet ( padahal inet rmh saya tdk kendala).  alhasil harus di cabut power tv dan di on kan lagi...maka baru bisa live conaction inet.  saat ini msh sprti itu kendalanya...semoga tv tdk bermasalah yg lainnya dan awet..",televisi sudah tiba di minggu malam delivery cepat via motor by kurir televisi sudah di tes lama hari kendala tiap televisi di off dengan posisi standby dan di on kan kembali sinyal wifi televisi status hubung namun tidak ada koneksi inet padahal inet rumah saya tidak kendala alhasil harus di cabut power televisi dan di on kan lagi maka baru bisa live conaction inet saat ini masih seperti itu kendala moga televisi tidak masalah yang lain dan awet
5345,3,"tidak di paking kayu hanya buble wrap, tapi isinya aman. tv di tes bagus hanya sempat terkendala wifi yang sempat terhubung tapi tidak ada internet. tapi setelah di setting tanggal&waktu menjadi off normal lagi. lebih enak kalau ada buku panduan. kelengkapan sesuai. hanya saja pengiriman sangat dan super lama di luar estimasi. pesan tgl 11 baru sampe tgl 22. gila lama banget. saya beli barang dari LN tgl 12, tgl 19 sdh sampe. gk jelas bisa nyangkut di gudang sortir berhari2. gak jadi mau rekomendasiin teman dan keluarga beli. tinggal tunggu E-VIP Card nya aja yang katanya mau dikirim via email setelah 15hari garansi lazada habis.",tidak di paking kayu hanya buble wrap tapi isi aman televisi di tes bagus hanya sempat kendala wifi yang sempat hubung tapi tidak ada internet tapi telah di setting tanggal waktu jadi off normal lagi lebih enak kalau ada buku pandu lengkap sesuai hanya saja kirim sangat dan super lama di luar estimasi pesan tanggal baru sampai tanggal gila lama banget saya beli dari ln tanggal tanggal sudah sampai tidak jelas bisa nyangkut di gudang sortir hari tidak jadi mau rekomendasiin teman dan keluarga beli tinggal tunggu e vip card saja yang kata mau kirim via email telah hari garansi lazada habis
5346,3,"3 bintang dulu, ini mau konek ke speaker susah.gini terus gak mau konek. kartu VIPnya ga ada katanya mau di email sih tapi. ketiga netflix lg error gk bisa di akses pake tv ini, tp katanya lg di perbaiki sama coocaa nya .over all bagus sih untuk gambar dll dan harga murah bangett :)",bintang dulu ini mau konek ke speaker susah begini terus tidak mau konek kartu vipnya tidak ada kata mau di email sih tapi tiga netflix lagi error tidak bisa di akses pakai televisi ini tetapi kata lagi di baik sama coocaa over all bagus sih untuk gambar dan lain dan harga murah bangett
5347,3,"Terimakasih lazada barang sudah sampai and kurir nya juga bagus cek semua nya sampe nyala n ok tapi paket yang satu nya yang 32inc belum sampai"" ya padahal pesan nya duluan",terimakasih lazada sudah sampai and kurir juga bagus cek semua sampai nyala tapi paket yang satu yang inc belum sampai ya padahal pesan duluan
5348,3,tv nya baguss bnget sesuai ekspetasi suara jernihh dan kualitas gambarr kyk tv bermerk tpi dpt hargaa yg miring.... cma vip card gda.. mohon konfrmasiny u vip card dan hooq nya.. dtunggu blsannya ya..,televisi baguss bnget sesuai ekspetasi suara jernihh dan kualitas gambarr seperti televisi bermerk tapi dapat hargaa yang miring cma vip card tidak ada mohon konfrmasiny kamu vip card dan hooq dtunggu blsannya ya
5349,4,"Alhamdulillah Tipi nya udah nyampe, cm ga pake packing kayu,klo pake lebih aman bro. Manteb, udah android tv, udah kaya henpon gede! cuma kenapa kaga ada kartu VIP 365 nya ya??!! katanya dapet kartunya,tapi kaga ada, udah di bongkar kardusnya kaga ada. Baru pertama pake smart tv android, tapi ngga keder...gampang operasiinnya. Sambung internet via wifi Lancar Jaya... TV bening, cuma belum coba antena digital,klo pake antena analog atau tv cable udah sip,jernih ma terang bgt. Masih ngoprek menu cara screen mirror ke tipi dr henpon. klo yang lain berfungsi dengan baik. Google asisstant nya juga keren,kaya ngobrol ma tipi,nanya apa apa ma tipi,anak ampe bingung tipinya bisa ngomong. Overall,bagus ni tipi,recomended,sellernya lazada mall juga responsif",alhamdulillah tipi sudah sampai cm tidak pakai packing kayu kalau pakai lebih aman bro mantap sudah android televisi sudah kaya henpon besar cuma kenapa tidak ada kartu vip ya kata dapet kartu tapi tidak ada sudah di bongkar kardus tidak ada baru pertama pakai smart televisi android tapi tidak keder gampang operasiinnya sambung internet via wifi lancar jaya televisi bening cuma belum coba antena digital kalau pakai antena analog atau televisi cable sudah sip jernih sama terang banget masih ngoprek menu cara screen mirror ke tipi dari henpon kalau yang lain fungsi dengan baik google asisstant juga keren kaya ngobrol sama tipi tanya apa apa sama tipi anak sampai bingung tipi bisa ngomong overall bagus tipi recomended sellernya lazada mall juga responsif
5350,1,"barang datang cepat, tapi sayang banget entah ini tv di banting atau gimna kami buka kardus dan maaf sekali layar pecah semua. mohon untuk dikemas dengan rapi bisa di double atau dipakaikan kayu pelapis karena ini barang pecah belah bukan pengiriman baju.mohon untuk dikirim menggunakan mobil. tadi pengiriman menggunakan motor dan di tiban-tiban dengan barang""lain hasilnya saya buka layar tv pecah cepah belah",datang cepat tapi sayang banget entah ini televisi di banting atau bagaimana kami buka kardus dan maaf sekali layar pecah semua mohon untuk kemas dengan rapi bisa di double atau pakai kayu lap karena ini pecah belah bukan kirim baju mohon untuk kirim guna mobil tadi kirim guna motor dan di tiban tiban dengan lain hasil saya buka layar televisi pecah cepah belah
5351,2,"kalau sudah pernah beli dengan nomor telfon yang sama, masa gak bisa beli untuk ke 2x nya ? langsung gangguan pada saat klik ""Buat Pesanan"". Udah gak mau duit ya ?",kalau sudah pernah beli dengan nomor telepon yang sama masa tidak bisa beli untuk ke x langsung ganggu pada saat klik buat pesan sudah tidak mau duit ya
5352,4,"pengiriman cepat kurang lebih 4hr sudah sampai. packing hanya bubble wrap tanpa kayu tp alhamdulillah kondisi barang aman. barang lengkap tp tdk dpt vip card. slayaknya android kadang kurang responsif aliat lelet, mngkin krn ram cuma 1gb. overall bagus, cocok lah buat tv seharga 3jt an",kirim cepat kurang lebih hari sudah sampai packing hanya bubble wrap tanpa kayu tetapi alhamdulillah kondisi aman lengkap tetapi tidak dapat vip card slayaknya android kadang kurang responsif aliat lelet mungkin karena ram cuma overall bagus cocok lah buat televisi harga jt
5353,2,tombol remote sudah tidak semuanya berfungsi jaringan sering hilang  tidak bisa Netflix,tombol remote sudah tidak semua fungsi jaring sering hilang tidak bisa netflix
5354,4,nga gratis gamepad nya ya,nga gratis gamepad ya
5355,2,tuk atv gk bs diedit lokasi'y...jd chanel2 yg umum gk bs dipindahkan dr no urut 1 n dst...jd chanel atv berantakan krn gk bs diset berurutan dari chanel tv yg umum dilihat...tlg pencerahan'y coocaa bgmn cr edit chanel atv???,tuk atv tidak bisa edit lokasi y jadi chanel yang umum tidak bisa pindah dari nomor urut dan terus jadi chanel atv beranta karena tidak bisa set rurut dari chanel televisi yang umum lihat tolong cerah y coocaa bagaimana cara edit chanel atv
5356,1,"lcd nya pecah, pengirimannya lama, di antar pake motor pula.. sangat kecewa..",lcd pecah kirim lama di antar pakai motor pula sangat kecewa
5357,5,"setelah di coba tv berfungsi, warnanya bagus ga ada kendala bisa youtube,main game. sampai sekarang belum ada keluhan pengiriman sangt cepat",telah di coba televisi fungsi warna bagus tidak ada kendala bisa youtube main game sampai sekarang belum ada keluh kirim sangt cepat
5358,2,"Barang sih ok tapi pengirimannya sampai 1bln baru sampai,  percuma gratis ongkir juga kalau pakau expedisi kura2 ,sampai malas di janjiin terus",sih tapi kirim sampai bulan baru sampai percuma gratis ongkir juga kalau pakau expedisi kura sampai malas di janjiin terus
5359,1,"TV saya beli ketika flash sale 09.09 1 bulan lalu, sebulan pemakaian TV normal tidak ada kendala baru kemarin TV tidak bisa menyala ketika kabel power di colokkan ke listrik seperti tidak ada power listrik masuk.. Bagaimana saya cara mengklaim garansi TV nya dengan unit baru? saya punya Coocaa VIP Card Replacement Guarantee..",televisi saya beli ketika flash sale bulan lalu bulan pakai televisi normal tidak ada kendala baru kemarin televisi tidak bisa nyala ketika kabel power di colok ke listrik seperti tidak ada power listrik masuk bagaimana saya cara klaim garansi televisi dengan unit baru saya punya coocaa vip card ganti guarantee
5360,1,kok datang posisi barang pecah bgini. gimana solusinya ini,kok datang posisi pecah bgini bagaimana solusi ini
5361,5,"sesuai hype, android tv termurah, barangnya ok banget, gambar jernih, semua fungsi bekerja dengan baik,",sesuai hype android televisi murah barang banget gambar jernih semua fungsi kerja dengan baik
5362,2,Barang bagus..tapi bahan plastik kelihatan ringkih.. Pengiriman kurir cepat 1 hari yapi sangat disayangkan bagian logistik lazada tidak profesional melayani konsumen.. Barang bayar tgl 15 status persiapan penyerahan ke kurir..eh masa iya persiapan lama banget..baru diserahin ke kurir tgl 20..wow lama banget..yasudahlah..hati2 ya dg pengiriman logistik lazada..estimasinya tdk masuk akal..luaaaamaaaaaa,bagus tapi bahan plastik lihat ringkih kirim kurir cepat hari yapi sangat sayang bagi logistik lazada tidak profesional layan konsumen bayar tanggal status siap serah ke kurir eh masa iya siap lama banget baru diserahin ke kurir tanggal wow lama banget yasudahlah hati ya dengan kirim logistik lazada estimasi tidak masuk akal luaaaamaaaaaa
5363,1,"CooCaa TV okay, sesuai spek... Tapi kecewa karena dari pesanan 2 unit, hanya 1 unit yg benar tipe TV yg dipesan, yang 1 lagi salah kirim tipe TV dan harus report kembaliin ke Lazada dan malah dibalikin duit... bukannya dikirim barang yg bener... soalnya beli pas promo yg dapat harga bagus and sampe tungguin tengah malam buat promonya mulai... balikin duit jadinya engga bisa beli dengan harga yg sama dengan promo...",coocaa televisi okay sesuai spek tapi kecewa karena dari pesan unit hanya unit yang benar tipe televisi yang pes yang lagi salah kirim tipe televisi dan harus lapor kembaliin ke lazada dan malah dibalikin duit bukan kirim yang bener soal beli pas promo yang dapat harga bagus and sampai tungguin tengah malam buat promonya mulai balikin duit jadi tidak bisa beli dengan harga yang sama dengan promo
5364,3,datang uda retak langsung untung bisa di retur barang nya dan saya waktu buka uda ad videoin buktinya,datang sudah retak langsung untung bisa di retur dan saya waktu buka sudah ada videoin bukti
5365,5,"T.O.P sehari langsung sampai gak pake lama, terima kasih Lazada. Tapi barang kiriman belum sempat dibuka, Insyaallah sesuai pesanan...",t o p hari langsung sampai tidak pakai lama terima kasih lazada tapi kirim belum sempat buka insyaallah sesuai pesan
